"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_STATE_ABR","MONTH",
"HP","America West Airlines Inc.",12954,"LGB","CA",13487,"MSP","MN",9,
"HP","America West Airlines Inc.",12954,"LGB","CA",14107,"PHX","AZ",9,
"HP","America West Airlines Inc.",12954,"LGB","CA",14570,"RNO","NV",9,
"HP","America West Airlines Inc.",12954,"LGB","CA",14747,"SEA","WA",9,
"HP","America West Airlines Inc.",13029,"LNK","NE",14057,"PDX","OR",9,
"HP","America West Airlines Inc.",13029,"LNK","NE",14107,"PHX","AZ",9,
"HP","America West Airlines Inc.",13029,"LNK","NE",15048,"SUX","IA",9,
"HP","America West Airlines Inc.",13158,"MAF","TX",12896,"LBB","TX",9,
"HP","America West Airlines Inc.",13158,"MAF","TX",13796,"OAK","CA",9,
"HP","America West Airlines Inc.",13158,"MAF","TX",13891,"ONT","CA",9,
"HP","America West Airlines Inc.",13158,"MAF","TX",14107,"PHX","AZ",9,
"HP","America West Airlines Inc.",13158,"MAF","TX",14893,"SMF","CA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",12889,"LAS","NV",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",12892,"LAX","CA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",13367,"MLI","IL",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",13891,"ONT","CA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14107,"PHX","AZ",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14570,"RNO","NV",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14679,"SAN","CA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14747,"SEA","WA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14771,"SFO","CA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14893,"SMF","CA",9,
"HP","America West Airlines Inc.",13198,"MCI","MO",14908,"SNA","CA",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",11003,"CID","IA",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",12889,"LAS","NV",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",12892,"LAX","CA",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",13198,"MCI","MO",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",14107,"PHX","AZ",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",14747,"SEA","WA",9,
"HP","America West Airlines Inc.",13367,"MLI","IL",14771,"SFO","CA",9,
"HP","America West Airlines Inc.",13487,"MSP","MN",10800,"BUR","CA",9,
"HP","America West Airlines Inc.",11109,"COS","CO",14747,"SEA","WA",11,
"HP","America West Airlines Inc.",11109,"COS","CO",14893,"SMF","CA",11,
"HP","America West Airlines Inc.",13871,"OMA","NE",10821,"BWI","MD",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",11003,"CID","IA",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",11278,"DCA","VA",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",11423,"DSM","IA",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",12889,"LAS","NV",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",12953,"LGA","NY",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",12954,"LGB","CA",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",14107,"PHX","AZ",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",14747,"SEA","WA",10,
"HP","America West Airlines Inc.",13871,"OMA","NE",14771,"SFO","CA",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",10140,"ABQ","NM",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",10821,"BWI","MD",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",11540,"ELP","TX",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",12278,"ICT","KS",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",12889,"LAS","NV",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",12896,"LBB","TX",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",13158,"MAF","TX",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",13796,"OAK","CA",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",14107,"PHX","AZ",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",14679,"SAN","CA",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",14771,"SFO","CA",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",14869,"SLC","UT",10,
"HP","America West Airlines Inc.",13891,"ONT","CA",15376,"TUS","AZ",10,
"HP","America West Airlines Inc.",13930,"ORD","IL",12889,"LAS","NV",10,
"HP","America West Airlines Inc.",13796,"OAK","CA",11423,"DSM","IA",2,
"HP","America West Airlines Inc.",13796,"OAK","CA",12889,"LAS","NV",2,
"HP","America West Airlines Inc.",13796,"OAK","CA",12892,"LAX","CA",2,
"HP","America West Airlines Inc.",13796,"OAK","CA",12896,"LBB","TX",2,
"HP","America West Airlines Inc.",13796,"OAK","CA",14107,"PHX","AZ",2,
"HP","America West Airlines Inc.",13796,"OAK","CA",14908,"SNA","CA",2,
"HP","America West Airlines Inc.",13796,"OAK","CA",15376,"TUS","AZ",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",11003,"CID","IA",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",11278,"DCA","VA",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",11423,"DSM","IA",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",12889,"LAS","NV",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",12953,"LGA","NY",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",13367,"MLI","IL",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",14107,"PHX","AZ",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",14570,"RNO","NV",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",14679,"SAN","CA",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",14747,"SEA","WA",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",14893,"SMF","CA",2,
"HP","America West Airlines Inc.",13871,"OMA","NE",15376,"TUS","AZ",2,
"HP","America West Airlines Inc.",13891,"ONT","CA",10140,"ABQ","NM",2,
"HP","America West Airlines Inc.",15376,"TUS","AZ",11618,"EWR","NJ",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12278,"ICT","KS",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12889,"LAS","NV",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12892,"LAX","CA",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",13796,"OAK","CA",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",13891,"ONT","CA",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14107,"PHX","AZ",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14288,"PUB","CO",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14679,"SAN","CA",5,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14747,"SEA","WA",5,
"HP","America West Airlines Inc.",16218,"YUM","AZ",11695,"FLG","AZ",5,
"HP","America West Airlines Inc.",16218,"YUM","AZ",14107,"PHX","AZ",5,
"HP","America West Airlines Inc.",10140,"ABQ","NM",11540,"ELP","TX",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",12889,"LAS","NV",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",13891,"ONT","CA",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14107,"PHX","AZ",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14771,"SFO","CA",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14831,"SJC","CA",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14908,"SNA","CA",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",15376,"TUS","AZ",6,
"HP","America West Airlines Inc.",16440,"AUS","TX",11292,"DEN","CO",6,
"HP","America West Airlines Inc.",16440,"AUS","TX",11638,"FAT","CA",6,
"HP","America West Airlines Inc.",16440,"AUS","TX",12889,"LAS","NV",6,
"HP","America West Airlines Inc.",16440,"AUS","TX",14107,"PHX","AZ",6,
"HP","America West Airlines Inc.",16440,"AUS","TX",14683,"SAT","TX",6,
"HP","America West Airlines Inc.",16440,"AUS","TX",14831,"SJC","CA",6,
"HP","America West Airlines Inc.",10561,"BFL","CA",12889,"LAS","NV",6,
"HP","America West Airlines Inc.",10713,"BOI","ID",12889,"LAS","NV",6,
"HP","America West Airlines Inc.",10713,"BOI","ID",12892,"LAX","CA",6,
"HP","America West Airlines Inc.",10713,"BOI","ID",14107,"PHX","AZ",6,
"HP","America West Airlines Inc.",10713,"BOI","ID",14679,"SAN","CA",6,
"HP","America West Airlines Inc.",10713,"BOI","ID",14869,"SLC","UT",6,
"HP","America West Airlines Inc.",10713,"BOI","ID",15376,"TUS","AZ",6,
"HP","America West Airlines Inc.",10721,"BOS","MA",12889,"LAS","NV",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",11618,"EWR","NJ",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12278,"ICT","KS",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12889,"LAS","NV",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12892,"LAX","CA",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",13796,"OAK","CA",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",13891,"ONT","CA",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14107,"PHX","AZ",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14288,"PUB","CO",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14679,"SAN","CA",6,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14747,"SEA","WA",6,
"HP","America West Airlines Inc.",16218,"YUM","AZ",11695,"FLG","AZ",6,
"HP","America West Airlines Inc.",16218,"YUM","AZ",14107,"PHX","AZ",6,
"HP","America West Airlines Inc.",10140,"ABQ","NM",10800,"BUR","CA",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",11540,"ELP","TX",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",13796,"OAK","CA",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",13891,"ONT","CA",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14771,"SFO","CA",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14831,"SJC","CA",7,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14908,"SNA","CA",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",11292,"DEN","CO",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",11638,"FAT","CA",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",14683,"SAT","TX",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",14771,"SFO","CA",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",14831,"SJC","CA",7,
"HP","America West Airlines Inc.",16440,"AUS","TX",14908,"SNA","CA",7,
"HP","America West Airlines Inc.",10561,"BFL","CA",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",10800,"BUR","CA",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",12278,"ICT","KS",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",12892,"LAX","CA",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",14679,"SAN","CA",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",14869,"SLC","UT",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",15376,"TUS","AZ",7,
"HP","America West Airlines Inc.",10721,"BOS","MA",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",10721,"BOS","MA",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",10721,"BOS","MA",14908,"SNA","CA",7,
"HP","America West Airlines Inc.",10721,"BOS","MA",15376,"TUS","AZ",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",10140,"ABQ","NM",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",11109,"COS","CO",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",11278,"DCA","VA",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",11292,"DEN","CO",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",11423,"DSM","IA",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",11921,"GJT","CO",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",12278,"ICT","KS",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",13198,"MCI","MO",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",14057,"PDX","OR",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",14288,"PUB","CO",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",14570,"RNO","NV",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",14683,"SAT","TX",7,
"HP","America West Airlines Inc.",10800,"BUR","CA",14771,"SFO","CA",7,
"HP","America West Airlines Inc.",10821,"BWI","MD",11618,"EWR","NJ",7,
"HP","America West Airlines Inc.",10821,"BWI","MD",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",10821,"BWI","MD",13891,"ONT","CA",7,
"HP","America West Airlines Inc.",10821,"BWI","MD",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",11003,"CID","IA",11423,"DSM","IA",7,
"HP","America West Airlines Inc.",11003,"CID","IA",12889,"LAS","NV",7,
"HP","America West Airlines Inc.",11003,"CID","IA",12892,"LAX","CA",7,
"HP","America West Airlines Inc.",11003,"CID","IA",13871,"OMA","NE",7,
"HP","America West Airlines Inc.",11003,"CID","IA",14107,"PHX","AZ",7,
"HP","America West Airlines Inc.",11003,"CID","IA",14747,"SEA","WA",7,
"HP","America West Airlines Inc.",10713,"BOI","ID",10800,"BUR","CA",8,
"HP","America West Airlines Inc.",10713,"BOI","ID",12278,"ICT","KS",8,
"HP","America West Airlines Inc.",10713,"BOI","ID",12889,"LAS","NV",8,
"HP","America West Airlines Inc.",10713,"BOI","ID",14107,"PHX","AZ",8,
"HP","America West Airlines Inc.",10713,"BOI","ID",14869,"SLC","UT",8,
"HP","America West Airlines Inc.",10721,"BOS","MA",12889,"LAS","NV",8,
"HP","America West Airlines Inc.",10721,"BOS","MA",14107,"PHX","AZ",8,
"HP","America West Airlines Inc.",10721,"BOS","MA",14908,"SNA","CA",8,
"HP","America West Airlines Inc.",10721,"BOS","MA",15376,"TUS","AZ",8,
"HP","America West Airlines Inc.",14162,"PMD","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14162,"PMD","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14262,"PSP","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14262,"PSP","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14288,"PUB","CO",11109,"COS","CO",11,
"HP","America West Airlines Inc.",14288,"PUB","CO",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14288,"PUB","CO",14679,"SAN","CA",11,
"HP","America West Airlines Inc.",14288,"PUB","CO",14747,"SEA","WA",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",11292,"DEN","CO",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",11298,"DFW","TX",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",12954,"LGB","CA",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",13198,"MCI","MO",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",13891,"ONT","CA",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",14057,"PDX","OR",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",14679,"SAN","CA",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",14747,"SEA","WA",11,
"HP","America West Airlines Inc.",14570,"RNO","NV",14908,"SNA","CA",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",10713,"BOI","ID",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",10821,"BWI","MD",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",11109,"COS","CO",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",11292,"DEN","CO",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",11423,"DSM","IA",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",11618,"EWR","NJ",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",13198,"MCI","MO",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",13367,"MLI","IL",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",13796,"OAK","CA",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",14288,"PUB","CO",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",14570,"RNO","NV",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",14831,"SJC","CA",11,
"HP","America West Airlines Inc.",14679,"SAN","CA",14869,"SLC","UT",11,
"HP","America West Airlines Inc.",14683,"SAT","TX",16440,"AUS","TX",11,
"HP","America West Airlines Inc.",14683,"SAT","TX",10800,"BUR","CA",11,
"HP","America West Airlines Inc.",14683,"SAT","TX",12892,"LAX","CA",11,
"HP","America West Airlines Inc.",14683,"SAT","TX",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14689,"SBA","CA",11869,"GCN","AZ",11,
"HP","America West Airlines Inc.",14689,"SBA","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",16440,"AUS","TX",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",12266,"IAH","TX",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",13198,"MCI","MO",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",13871,"OMA","NE",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",13891,"ONT","CA",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14747,"SEA","WA",14570,"RNO","NV",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",10140,"ABQ","NM",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",12954,"LGB","CA",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",13891,"ONT","CA",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",14683,"SAT","TX",11,
"HP","America West Airlines Inc.",14771,"SFO","CA",14908,"SNA","CA",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",16440,"AUS","TX",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",11413,"DRO","CO",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",11921,"GJT","CO",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",12892,"LAX","CA",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14831,"SJC","CA",15376,"TUS","AZ",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",16440,"AUS","TX",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",10713,"BOI","ID",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",12278,"ICT","KS",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",12892,"LAX","CA",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",14679,"SAN","CA",11,
"HP","America West Airlines Inc.",14869,"SLC","UT",14893,"SMF","CA",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",10800,"BUR","CA",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",12896,"LBB","TX",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",13367,"MLI","IL",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",14831,"SJC","CA",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",14869,"SLC","UT",11,
"HP","America West Airlines Inc.",14893,"SMF","CA",15376,"TUS","AZ",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",10140,"ABQ","NM",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",16440,"AUS","TX",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",11618,"EWR","NJ",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",13198,"MCI","MO",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",13487,"MSP","MN",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",13930,"ORD","IL",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",14908,"SNA","CA",14570,"RNO","NV",11,
"HP","America West Airlines Inc.",15048,"SUX","IA",13029,"LNK","NE",11,
"HP","America West Airlines Inc.",15048,"SUX","IA",14057,"PDX","OR",11,
"HP","America West Airlines Inc.",15048,"SUX","IA",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",11109,"COS","CO",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",11695,"FLG","AZ",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12266,"IAH","TX",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12278,"ICT","KS",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12889,"LAS","NV",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",12892,"LAX","CA",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",13158,"MAF","TX",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",13891,"ONT","CA",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14679,"SAN","CA",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14869,"SLC","UT",11,
"HP","America West Airlines Inc.",15376,"TUS","AZ",14908,"SNA","CA",11,
"HP","America West Airlines Inc.",16218,"YUM","AZ",11695,"FLG","AZ",11,
"HP","America West Airlines Inc.",16218,"YUM","AZ",14107,"PHX","AZ",11,
"HP","America West Airlines Inc.",16218,"YUM","AZ",15376,"TUS","AZ",11,
"HP","America West Airlines Inc.",10140,"ABQ","NM",10800,"BUR","CA",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",11540,"ELP","TX",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",12889,"LAS","NV",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",12892,"LAX","CA",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",13796,"OAK","CA",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",13891,"ONT","CA",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14107,"PHX","AZ",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14831,"SJC","CA",12,
"HP","America West Airlines Inc.",10140,"ABQ","NM",14908,"SNA","CA",12,
"HP","America West Airlines Inc.",16440,"AUS","TX",12889,"LAS","NV",12,
"HP","America West Airlines Inc.",16440,"AUS","TX",14107,"PHX","AZ",12,
"HP","America West Airlines Inc.",16440,"AUS","TX",14747,"SEA","WA",12,
"HP","America West Airlines Inc.",16440,"AUS","TX",14771,"SFO","CA",12,
"HP","America West Airlines Inc.",16440,"AUS","TX",14831,"SJC","CA",12,
"HP","America West Airlines Inc.",16440,"AUS","TX",14908,"SNA","CA",12,
"HP","America West Airlines Inc.",10561,"BFL","CA",12889,"LAS","NV",12,
"HP","America West Airlines Inc.",10713,"BOI","ID",10800,"BUR","CA",12,
"HP","America West Airlines Inc.",10713,"BOI","ID",12278,"ICT","KS",12,
"HP","America West Airlines Inc.",10713,"BOI","ID",12889,"LAS","NV",12,
"HP","America West Airlines Inc.",14747,"SEA","WA",13871,"OMA","NE",12,
"HP","America West Airlines Inc.",14747,"SEA","WA",13891,"ONT","CA",12,
"HP","America West Airlines Inc.",14747,"SEA","WA",14107,"PHX","AZ",12,
"HP","America West Airlines Inc.",14747,"SEA","WA",14570,"RNO","NV",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",10140,"ABQ","NM",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",12889,"LAS","NV",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",12954,"LGB","CA",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",13891,"ONT","CA",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",14107,"PHX","AZ",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",14683,"SAT","TX",12,
"HP","America West Airlines Inc.",14771,"SFO","CA",14908,"SNA","CA",12,
"HP","America West Airlines Inc.",14831,"SJC","CA",16440,"AUS","TX",12,
"HP","America West Airlines Inc.",12889,"LAS","NV",13198,"MCI","MO",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",13487,"MSP","MN",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",13796,"OAK","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",13871,"OMA","NE",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",13891,"ONT","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",13930,"ORD","IL",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14057,"PDX","OR",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14107,"PHX","AZ",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14162,"PMD","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14262,"PSP","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14570,"RNO","NV",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14679,"SAN","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14683,"SAT","TX",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14689,"SBA","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14747,"SEA","WA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14831,"SJC","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14869,"SLC","UT",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14893,"SMF","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",14908,"SNA","CA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",15048,"SUX","IA",4,
"HP","America West Airlines Inc.",12889,"LAS","NV",15376,"TUS","AZ",4,
